#{"t_start": 1763588585.6588113, "env_id": "None"}
r,l,t
-401.80032,1366,730.517312
-481.8025,1187,730.559833
-391.90002,1388,731.199434
-846.2001,354,731.2244
-535.4022,1052,738.613578
-345.79858,1499,738.658058
38.111427,2335,738.848505
-298.19763,1584,739.049076
-485.90268,1195,739.229505
-304.7976,1573,739.653379
-244.09607,1703,740.178648
-268.29688,1670,740.327725
-524.6023,1076,740.515625
-319.39798,1543,740.758219
-540.10236,1077,740.948106
-275.79703,1635,740.951706
-578.40204,976,740.960628
-302.49768,1561,741.350304
-357.69916,1464,741.440538
-353.99915,1449,750.03139
-637.60156,842,750.277375
-339.79834,1494,750.830744
-338.59875,1504,751.286626
-243.1958,1705,751.496675
-346.09872,1469,751.498864
-353.09927,1473,751.756837
-317.79797,1538,751.93284
-352.79883,1492,752.292722
-817.80023,411,752.444619
-306.29785,1577,752.58668
-373.79947,1438,753.302106
-723.90094,638,753.316228
-265.9965,1669,754.052373
-341.89877,1504,762.207391
-348.09912,1489,762.726283
-295.89737,1594,762.738188
-418.7008,1326,763.066597
-291.69714,1629,763.212773
-300.5977,1586,763.69456
-309.39795,1575,763.801276
-631.0017,864,763.834267
-412.2006,1338,763.988014
-289.4971,1618,764.501069
-344.19885,1461,764.854633
-534.4023,1064,765.228468
-440.7014,1282,765.508024
-278.99707,1623,765.808283
-471.50198,1216,774.420753
-646.40155,820,774.740974
-328.89853,1506,775.0301
-797.40045,471,775.07363
-354.49918,1465,775.132886
-252.89645,1692,775.287861
-21.489868,2205,775.31434
-809.7003,440,775.373975
-310.5979,1554,775.941905
-803.50037,455,776.06043
-798.0004,466,776.309541
-314.79752,1563,776.689491
-335.0984,1502,776.851712
-811.7003,427,777.626927
-345.09882,1481,777.670106
-355.39908,1463,777.881123
-356.3992,1451,777.964857
-351.6991,1470,778.233295
-283.19702,1632,786.817092
-353.89908,1459,787.078603
-350.4988,1480,787.234437
-349.599,1460,787.437543
-797.4004,471,787.753565
-452.4016,1234,788.354408
-332.79846,1490,788.87202
-806.5003,441,789.16955
-306.99774,1551,789.201309
-314.0979,1556,789.290898
41.01194,2339,789.453661
-304.09778,1555,789.529079
-350.29886,1456,790.132944
-348.49893,1460,790.465146
-113.19263,1989,798.951812
-1.3894287,2224,799.526185
-341.89886,1482,799.77284
-767.9007,550,799.948307
-344.59888,1476,800.076327
-315.298,1546,800.427454
-163.59387,1888,800.758675
101038.81,2329,801.651202
101036.51,2330,801.898408
-347.79895,1464,802.133358
-538.70215,1041,802.299204
-358.89917,1432,802.32516
101036.516,2319,810.345025
0.71051025,2247,810.529211
-347.1989,1469,810.57806
-301.7976,1565,811.617643
25.511597,2307,812.141396
-390.9999,1379,812.46669
-226.19559,1744,812.920767
-356.69925,1443,813.048166
-303.5977,1572,813.092452
-322.69815,1521,813.34667
-283.9971,1607,813.701075
-299.29752,1573,822.557059
101037.21,2323,822.626064
101035.61,2328,823.068673
-294.39722,1601,823.511418
-484.50247,1170,823.576813
-355.69913,1444,823.671398
-383.7997,1395,823.740665
-348.9988,1465,823.832177
-815.3003,430,824.651204
101039.914,2329,824.877376
-316.09802,1532,824.951957
-317.59787,1536,826.193282
-694.50104,685,826.507197
-386.69974,1391,835.018928
-227.89539,1739,835.678021
-177.09415,1847,835.733622
101026.81,2339,835.758172
-705.601,664,835.870033
-273.69678,1625,836.173626
101033.81,2324,836.226444
-127.19299,1964,836.252404
-352.59894,1457,837.179819
-696.8011,686,837.322802
101035.914,2336,838.010339
-417.00064,1320,838.710189
-202.09491,1800,838.976134
-304.19766,1567,839.156141
-330.7982,1514,847.146414
-315.29776,1557,847.183751
-183.09427,1841,847.273627
-292.89746,1586,847.307898
-482.30237,1170,847.331738
-489.4026,1164,847.923498
-307.59766,1568,848.151613
-707.90106,676,848.43783
-535.8022,1045,848.514997
-420.50076,1311,848.844021
-440.50125,1269,849.271444
-530.4023,1079,849.572291
-448.5016,1261,849.758063
-809.7004,440,849.852897
-421.10074,1306,849.982856
-203.79495,1784,850.930505
-386.59988,1401,858.714779
-272.8968,1628,858.94636
-523.40247,1108,859.753112
-90.0917,2055,860.30168
-172.59378,1868,860.511421
-4.8894286,2237,860.572936
-487.00247,1173,860.795583
-118.3927,1997,861.150773
-7.5893188,2242,861.411563
-555.50214,1022,861.579919
-6.089563,2238,861.660747
-272.89667,1639,861.93288
-193.19437,1832,862.111929
-543.90216,1049,862.181974
-858.89996,327,871.128493
-358.39923,1438,871.882059
-543.90216,1038,872.467242
-145.09323,1934,872.721034
-276.8967,1646,872.887225
-763.00073,556,873.306426
-610.7018,903,873.330495
-266.69656,1643,873.599246
-855.69995,339,873.714972
101037.516,2320,873.735841
-342.8987,1481,873.769469
101036.01,2324,874.680427
31.511719,2313,874.838263
-360.59924,1427,883.497737
-299.3975,1585,883.607533
-448.40128,1260,883.865889
-277.6968,1643,884.332563
-355.199,1461,884.353869
-145.29337,1936,884.83476
-360.39883,1458,885.187373
101043.01,2342,885.930215
101037.016,2325,885.948722
-337.39847,1492,886.35628
-263.89673,1659,886.548537
25.911596,2314,894.087428
-353.29886,1453,894.163743
-344.89883,1468,894.170805
-289.59732,1586,895.081527
-785.5005,495,895.337718
-682.6013,764,895.379977
101041.016,2329,895.600085
-278.39713,1617,896.610771
-350.99905,1463,896.746498
101038.81,2318,897.179713
-346.19873,1470,897.41661
-278.49707,1629,897.640067
101036.31,2343,897.95479
-350.399,1435,898.094754
-356.7992,1444,906.859395
-348.99905,1454,907.093804
-286.49738,1588,907.161441
-537.3022,1049,907.264884
-349.599,1449,907.869512
-349.599,1460,908.42462
-304.49762,1548,908.81313
-359.49927,1438,908.827993
-356.09924,1437,909.446495
-286.9973,1593,909.545686
-359.99927,1443,909.74438
-351.599,1458,909.858992
-298.79727,1579,909.916336
-463.60184,1214,918.037564
101033.81,2302,918.125141
-282.69693,1605,918.188474
-347.2986,1470,918.938299
-287.4973,1587,920.009233
-291.19733,1591,920.482998
-293.1973,1600,920.589265
101037.11,2335,920.874847
-345.19852,1482,921.148409
-343.2985,1474,921.231829
-359.49927,1449,921.257488
101036.01,2324,921.597644
101035.61,2317,922.01136
-703.101,672,930.68341
-554.0021,1007,930.76404
-363.39917,1433,931.218574
-539.3021,1036,931.448491
-352.59903,1446,931.697889
-552.702,1005,931.723065
101035.61,2317,931.914369
-288.19727,1605,932.206233
-529.2022,1056,932.694296
-543.80206,1026,932.73694
-354.09918,1450,932.945019
-704.101,671,933.058346
-694.0011,691,933.140556
101031.31,2316,934.285207
-348.7987,1452,934.66205
-291.09732,1579,934.678744
-483.30215,1180,943.050016
-549.9021,1021,943.08118
-283.3971,1601,943.401948
-195.99469,1805,943.490189
-292.7974,1585,943.875907
-283.19696,1610,944.07066
-292.49744,1593,944.131951
-281.89706,1608,945.08691
-293.89722,1585,945.329385
-290.5973,1585,945.34003
-549.60205,1018,945.924692
-302.39743,1560,945.966715
-290.89737,1588,946.04783
-274.5966,1634,954.07033
-741.5008,594,954.080951
-264.29666,1641,954.158107
-353.99875,1460,954.464299
-278.89682,1611,954.493425
-364.59903,1434,955.765197
-294.6974,1582,955.783889
-354.79898,1468,956.514079
-262.79654,1637,956.786519
-272.0967,1620,956.872055
-357.69888,1442,956.912032
-358.2992,1437,956.91418
-348.59888,1461,957.052767
-279.69705,1608,957.644735
-278.79688,1621,957.69893
-706.201,659,957.764577
-272.29688,1622,966.707819
-272.29654,1644,966.733295
-698.101,677,966.903064
-418.2007,1321,967.246932
-348.79895,1452,967.426133
-285.49686,1611,967.893349
-282.09705,1610,968.011071
-186.09424,1827,968.293489
-669.40137,764,968.414816
-307.49756,1567,968.590328
-225.49536,1737,968.87958
-403.40015,1360,969.430727
-343.89868,1469,969.681476
-365.3992,1431,979.381107
-549.702,1008,979.972157
-351.7987,1460,980.741457
-544.20215,1030,980.902289
-68.29116,2090,981.007696
-356.49915,1430,981.160054
-149.09348,1908,981.5379
101032.414,2316,981.921387
-350.49905,1458,981.999838
101033.11,2320,982.05565
-708.401,659,982.316815
-270.9967,1631,982.725733
-349.99875,1464,982.884768
-620.6018,918,991.424113
-356.69913,1432,991.657283
-299.49768,1586,992.329537
-358.49924,1439,992.837099
-349.699,1450,992.995107
-351.4987,1468,993.266906
-8.989624,2212,993.325452
-351.3991,1456,993.669612
-309.89783,1536,993.969452
-346.29886,1460,994.44203
-278.29697,1605,994.482494
101036.414,2309,994.519662
-603.3019,928,994.552525
-300.89764,1556,1003.012322
-707.6011,684,1003.434031
-354.09903,1450,1003.657447
-271.9966,1641,1003.725296
-361.39886,1471,1003.747788
-349.79886,1451,1004.048884
-339.49878,1469,1004.374585
-348.69897,1440,1004.846133
-351.59906,1447,1004.897486
-703.7011,700,1004.946241
-283.79724,1605,1005.228254
-599.6019,935,1005.470547
-495.60254,1149,1005.856027
-275.79666,1624,1005.984254
-353.09857,1481,1006.164025
-354.19916,1451,1014.073535
-351.89908,1450,1014.396984
-356.89908,1445,1014.830189
-355.69913,1433,1014.902289
-345.49884,1463,1014.910331
-358.7992,1420,1015.152391
-863.8999,311,1015.388584
-356.79932,1444,1015.437885
-362.4993,1424,1015.755397
-359.3992,1448,1015.926215
-354.59912,1433,1016.062824
-700.801,682,1016.124124
-602.7018,911,1016.527611
-385.09973,1386,1016.547086
-776.9006,530,1016.705252
-638.3015,827,1016.868625
-357.89896,1433,1025.785044
-553.6021,1014,1026.01345
-363.49918,1434,1026.150636
-553.9021,1006,1026.705101
-355.59897,1443,1026.708668
101036.21,2311,1026.727804
-537.0022,1046,1026.936224
-276.297,1618,1027.226651
-355.199,1450,1027.359396
-396.09875,1511,1027.45935
-695.5011,684,1028.020194
-692.4011,708,1028.355521
-365.4993,1421,1028.982802
-292.8973,1586,1028.987301
-280.4971,1616,1029.230487
-555.30206,1009,1029.41479
-348.09894,1456,1029.591969
-359.19913,1446,1029.593884
-351.49905,1457,1037.344171
-361.99905,1441,1037.525366
-355.3991,1441,1038.03202
-707.60114,694,1038.080775
-352.79904,1437,1038.294917
-362.19888,1432,1038.836691
-353.7991,1447,1038.866624
-351.99866,1472,1039.13162
-545.0023,1078,1039.464104
-337.2985,1502,1039.525151
-603.00183,918,1039.673561
-333.89853,1490,1040.027087
-514.70233,1098,1040.264647
8.911108,2275,1048.33906
-701.00104,695,1048.365601
-287.1973,1595,1048.553477
-349.49905,1459,1049.174943
-314.0978,1534,1049.389829
-359.59912,1439,1049.513774
-601.8018,913,1049.761696
-350.0989,1465,1050.002119
-691.0011,705,1050.143118
-364.9993,1427,1050.177954
-360.69934,1428,1050.588764
-697.0011,688,1050.889507
-629.70154,840,1051.01286
-701.001,673,1051.204455
-347.79895,1464,1051.507807
-353.19922,1463,1051.53278
-694.40106,695,1051.624535
-619.50165,881,1052.332675
-365.19937,1418,1052.423048
-409.60034,1323,1060.094318
-362.09927,1431,1060.433563
-407.10025,1331,1060.95912
-356.29904,1450,1061.343427
-378.99884,1459,1061.544598
-366.09915,1427,1061.985484
-301.49747,1573,1062.209791
-537.6021,1030,1062.342812
-234.59586,1696,1062.490234
-558.702,999,1062.666662
-866.9999,298,1062.681516
-671.9015,816,1062.843963
-365.59927,1422,1062.869909
-366.6993,1411,1062.958647
-758.5007,555,1063.83895
-688.6011,703,1064.374481
-565.6019,980,1072.366198
-288.397,1607,1072.661813
-554.7021,1014,1072.783844
-359.2991,1436,1073.108753
-356.79898,1444,1073.23548
-365.69937,1423,1073.504267
-711.801,671,1073.654136
-365.29935,1430,1073.665864
101026.61,2286,1074.321147
-555.80206,1003,1074.496061
-551.3021,1013,1074.925937
-361.8992,1440,1076.08311
-357.79922,1432,1076.18266
101026.21,2290,1076.385247
-357.39908,1428,1084.187988
-360.29883,1439,1084.198045
-297.0976,1573,1084.331112
-587.1018,931,1084.406061
-361.3992,1424,1084.810179
-368.09927,1414,1084.942794
101030.81,2299,1084.990528
-702.101,673,1085.113773
-550.9021,1020,1086.152875
-368.0995,1414,1086.437461
-361.49918,1425,1086.943761
-365.79935,1424,1087.074494
-281.7969,1607,1087.131462
-354.89908,1436,1087.184407
-700.801,671,1087.467784
-364.7993,1425,1087.552656
-366.4994,1409,1087.702037
-361.7993,1428,1087.819542
-396.1001,1364,1087.828463
